Type,SKU,Name,Published,Featured,Catalog visibility,Price,Regular price,Sale price,Images,Categories,Tags,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Attribute 3 name,Attribute 3 value(s),Attribute 4 name,Attribute 4 value(s),Attribute 5 name,Attribute 5 value(s),Attribute 6 name,Attribute 6 value(s),Attribute 7 name,Attribute 7 value(s),Attribute 8 name,Attribute 8 value(s),Attribute 9 name,Attribute 9 value(s),Attribute 10 name,Attribute 10 value(s),Attribute 11 name,Attribute 11 value(s),Attribute 12 name,Attribute 12 value(s),Attribute 13 name,Attribute 13 value(s),Attribute 14 name,Attribute 14 value(s),Attribute 15 name,Attribute 15 value(s),Attribute 16 name,Attribute 16 value(s),Attribute 17 name,Attribute 17 value(s),Attribute 18 name,Attribute 18 value(s),Attribute 19 name,Attribute 19 value(s),Attribute 20 name,Attribute 20 value(s),Attribute 21 name,Attribute 21 value(s),Attribute 22 name,Attribute 22 value(s),Attribute 23 name,Attribute 23 value(s),Attribute 24 name,Attribute 24 value(s),Attribute 25 name,Attribute 25 value(s),Attribute 26 name,Attribute 26 value(s),Attribute 27 name,Attribute 27 value(s),Attribute 28 name,Attribute 28 value(s),Attribute 29 name,Attribute 29 value(s),Attribute 30 name,Attribute 30 value(s),Attribute 31 name,Attribute 31 value(s),Attribute 32 name,Attribute 32 value(s),Attribute 33 name,Attribute 33 value(s),Attribute 34 name,Attribute 34 value(s),Attribute 35 name,Attribute 35 value(s),Attribute 36 name,Attribute 36 value(s)
simple,F2V3PYPKP,LAVE LINGE LG MOTION DIRECT DRIVE 8KG F2V3PYPKP,1,0,visible,,4899,,"https://electroclub.ma/5917-large_default/machine-a-laver-8kg-f2v3pypkp.jpg,https://electroclub.ma/5919-large_default/machine-a-laver-8kg-f2v3pypkp.jpg,https://electroclub.ma/5921-large_default/machine-a-laver-8kg-f2v3pypkp.jpg,https://electroclub.ma/5916-large_default/machine-a-laver-8kg-f2v3pypkp.jpg,https://electroclub.ma/5918-large_default/machine-a-laver-8kg-f2v3pypkp.jpg",Not found,,Marque,LG,Reference fournisseur,F2V3PYPKP,Finition,Silver,Classe énergétique,A+++,Consomation energetique,144 (KWH|AN ),Capacité,8 Kg,Nombre de programmes,14,Connectivite,Oui,Technologie,Direct drive,Affichage de cycle,Oui,Niveau sonore en essorage,71,Poids (KG),60,Vitesse d&#039;Essorage,1200 tr|min,DIMENSIONS,L x P x h : 600 x 460 x 850 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,XF 5C7M0X-17,LAVE VAISSELLE INVERTER INOX 15C XF 5C7M0X-17,1,0,visible,,4999,,"https://electroclub.ma/14076-large_default/lave-vaisselle-bosch-encastrable-12c-a.jpg,https://electroclub.ma/14074-large_default/lave-vaisselle-bosch-encastrable-12c-a.jpg,https://electroclub.ma/14075-large_default/lave-vaisselle-bosch-encastrable-12c-a.jpg,https://electroclub.ma/14077-large_default/lave-vaisselle-bosch-encastrable-12c-a.jpg,https://electroclub.ma/14079-large_default/lave-vaisselle-bosch-encastrable-12c-a.jpg",Lave vaisselle,,Marque,Haier,Reference fournisseur,XF 5C7M0X-17,Garantie,3 Ans,Marque,Haier,Classe énergétique,A++,Niveau sonore,42,Nombre de couverts,15,Nombre de programmes,10,Troisieme tiroir,OUI,Depart differe,Oui,Connectivite,Oui,Demi charge,Oui,Poids (KG),56,Hauteur,85 cm,Largeur,59.8 cm,Profondeur,55 cm,Couleur du Produit,Inox,Afficheur,NON,Fin Différée,NON,Affichage du Temps Restant,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,F2V3HYPKP,LAVE LINGE LG MOTION DIRECT DRIVE 7KG F2V3HYPKP,1,0,visible,,4599,,"https://electroclub.ma/5923-large_default/machine-a-laver-7kg-f2v3hypkp.jpg,https://electroclub.ma/5922-large_default/machine-a-laver-7kg-f2v3hypkp.jpg,https://electroclub.ma/5924-large_default/machine-a-laver-7kg-f2v3hypkp.jpg,https://electroclub.ma/5925-large_default/machine-a-laver-7kg-f2v3hypkp.jpg,https://electroclub.ma/5926-large_default/machine-a-laver-7kg-f2v3hypkp.jpg",Not found,,Marque,LG,Reference fournisseur,F2V3HYPKP,Classe énergétique,A+++,Capacité,7 Kg,Vitesse d&#039;Essorage,1200 tr|min,DIMENSIONS,L x P x H : 600 x 475 x 850mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,DFC811FL,LAVE VAISSELLE LG 13C DFC811FL,1,0,visible,,4599,,"https://electroclub.ma/14086-large_default/lg-dfb425fp.jpg,https://electroclub.ma/14087-large_default/lg-dfb425fp.jpg,https://electroclub.ma/14088-large_default/lg-dfb425fp.jpg,https://electroclub.ma/14089-large_default/lg-dfb425fp.jpg,https://electroclub.ma/14090-large_default/lg-dfb425fp.jpg",Lave vaisselle,,Marque,LG,Reference fournisseur,DFC811FL,Nb de programmes,8,Garantie,1 An,Marque,LG,Hauteur (cm),84.5,Largeur (cm),59.8,Profondeur (cm),60,Finition,Inox,Classe énergétique,A++,Niveau sonore,44,Nombre de couverts,13,Consommation d&#039;eau,9 l,Troisieme tiroir,Non,Depart differe,Non,Fin differe,Non,Connectivite,Oui,Ecran d&#039;affichage,Oui,Demi charge,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,CF 3E7L0S,LAVE VAISSELLE  CANDY  INVER WI-FI 13C CF3E7L0S,1,0,visible,,2999,,"https://electroclub.ma/14524-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg,https://electroclub.ma/14525-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg,https://electroclub.ma/14526-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg,https://electroclub.ma/14527-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg,https://electroclub.ma/14528-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg",Lave vaisselle,,Marque,Candy,Reference fournisseur,CF3E7L0S,Nb de programmes,5,Garantie,2 Ans,Niveau sonore,49,Nombre de couverts,13,Consommation d&#039;eau,11 L,Depart differe,Oui,Connectivite,Smart Touch|Bluetooth,Demi charge,Oui,Poids (KG),44,Hauteur,85 cm,Largeur,60 cm,Profondeur,60 cm,Couleur du Produit,Silver,Afficheur,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,WW70T3010BS,LAVE LINGE SAMSUNG  7KG  SILVER  WW70T3010BS,1,0,visible,,3699,,"https://electroclub.ma/6790-large_default/machine-a-laver-8kg-inox-samsung-ww80t3040bs.jpg,https://electroclub.ma/6787-large_default/machine-a-laver-8kg-inox-samsung-ww80t3040bs.jpg,https://electroclub.ma/6788-large_default/machine-a-laver-8kg-inox-samsung-ww80t3040bs.jpg,https://electroclub.ma/6785-large_default/machine-a-laver-8kg-inox-samsung-ww80t3040bs.jpg,https://electroclub.ma/6783-large_default/machine-a-laver-8kg-inox-samsung-ww80t3040bs.jpg",Not found,,Marque,Samsung,Reference fournisseur,WW70T3010BS,Garantie,1 An,Hauteur (cm),85,Largeur (cm),60,Profondeur (cm),43.5,Finition,Silver,Classe énergétique,A+++,Capacité,7 Kg,Connectivite,Non,Poids (KG),56,Affichage du Temps Restant,OUI,Vitesse d&#039;Essorage,1200 tr|min,Affichage du Cycle,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,CF3E9L0B,LAVE VAISSELLE  CANDY RAPIDO Wi-Fi 13C CF3E9L0B,1,0,visible,,2999,,"https://electroclub.ma/14542-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg,https://electroclub.ma/14543-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg,https://electroclub.ma/14544-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg,https://electroclub.ma/14545-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg,https://electroclub.ma/14546-large_default/lave-vaisselle-15-couverts-a-smart-door-inox-candy.jpg",Lave vaisselle,,Marque,Candy,Reference fournisseur,CF3E9L0B,Nb de programmes,5,Garantie,2 Ans,Classe énergétique,E,Niveau sonore,49,Nombre de couverts,13,Consommation d&#039;eau,11 L,Depart differe,Oui,Connectivite,Smart Touch|Bluetooth,Demi charge,Oui,Poids (KG),44,Hauteur,85 cm,Largeur,60 cm,Profondeur,60 cm,Couleur du Produit,Noir,Afficheur,OUI,Fin Différée,NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,WW80T3040BS,LAVE LINGE SAMSUNG  8KG WW80T3040BS,1,0,visible,,3899,,"https://electroclub.ma/6798-large_default/machine-a-laver-8kg-inox-samsung-ww80t3040bs.jpg,https://electroclub.ma/6796-large_default/machine-a-laver-8kg-inox-samsung-ww80t3040bs.jpg,https://electroclub.ma/6797-large_default/machine-a-laver-8kg-inox-samsung-ww80t3040bs.jpg,https://electroclub.ma/6795-large_default/machine-a-laver-8kg-inox-samsung-ww80t3040bs.jpg,https://electroclub.ma/6793-large_default/machine-a-laver-8kg-inox-samsung-ww80t3040bs.jpg",Not found,,Marque,Samsung,Reference fournisseur,WW80T3040BS,Garantie,1 An,Hauteur (cm),85,Largeur (cm),60,Profondeur (cm),47.4,Finition,Silver,Classe énergétique,A+++,Capacité,8 Kg,Connectivite,Non,Poids (KG),59,Affichage du Temps Restant,OUI,Vitesse d&#039;Essorage,1200 tr|min,Affichage du Cycle,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,WD70T554DBN,LAVANTE SÉCHANTE SAMSUNG 7/5 KG WD70T554DBN,1,0,visible,,5499,,"https://electroclub.ma/6885-large_default/machine-a-laver-8kg-inox-samsung-ww80t3040bs.jpg,https://electroclub.ma/6893-large_default/machine-a-laver-8kg-inox-samsung-ww80t3040bs.jpg,https://electroclub.ma/6892-large_default/machine-a-laver-8kg-inox-samsung-ww80t3040bs.jpg,https://electroclub.ma/6891-large_default/machine-a-laver-8kg-inox-samsung-ww80t3040bs.jpg,https://electroclub.ma/6889-large_default/machine-a-laver-8kg-inox-samsung-ww80t3040bs.jpg",Not found,,Marque,Samsung,Reference fournisseur,WD70T554DBN,Garantie,1 An,Hauteur (cm),85,Largeur (cm),60,Profondeur (cm),56,Finition,Inox,Classe énergétique,A+++,Capacité,7Kg|5Kg,Connectivite,Oui,Fonction vapeur,Non,Capacite de sechage,6,Poids (KG),63,Affichage du Temps Restant,OUI,Vitesse d&#039;Essorage,1400 tr|min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,WW80TA046AX1MF,LAVE LINGE SAMSUNG  8KG WW80TA046AX1MF,1,0,visible,,4799,,"https://electroclub.ma/6894-large_default/machine-a-laver-7kg-1400tr-ecobubble-inox-samsung.jpg,https://electroclub.ma/6901-large_default/machine-a-laver-7kg-1400tr-ecobubble-inox-samsung.jpg,https://electroclub.ma/6898-large_default/machine-a-laver-7kg-1400tr-ecobubble-inox-samsung.jpg,https://electroclub.ma/6899-large_default/machine-a-laver-7kg-1400tr-ecobubble-inox-samsung.jpg,https://electroclub.ma/6900-large_default/machine-a-laver-7kg-1400tr-ecobubble-inox-samsung.jpg",Machine ALAVER,,Marque,Samsung,Reference fournisseur,WW80TA046AX,Garantie,1 An,Classe énergétique,A+++,Consomation energetique,116 KWH|AN,Niveau sonore,62,Capacité,8 Kg,Nombre de programmes,14,Depart differe,Oui,Connectivite,Oui,Technologie,EcoBubble,Niveau sonore en lavage,53,Niveau sonore en essorage,74,Poids (KG),65,Hauteur,85 cm,Largeur,60 cm,Profondeur,55 cm,Fin Différée,OUI,Affichage du Temps Restant,OUI,Vitesse d&#039;Essorage,1400 tr|min,Affichage du Cycle,OUI,Type de Lave-Linge,Hublot (Front),Cycle de lavage,Lavage rapide 15 min|Vêtements bébé|Literie|Coton|Lavage quotidien|Vêtements noirs|Linge délicat|Lavage tambour éco|Prélavage,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,WW11B1744DGBMF  Bespoke AI EcoBubble,LAVE LINGE SAMSUNG  11KG WW11B1744DGBMF,1,0,visible,,6999,,"https://electroclub.ma/6991-large_default/machine-a-laver-8kg-inox-samsung-ww80t3040bs.jpg,https://electroclub.ma/6990-large_default/machine-a-laver-8kg-inox-samsung-ww80t3040bs.jpg,https://electroclub.ma/6988-large_default/machine-a-laver-8kg-inox-samsung-ww80t3040bs.jpg,https://electroclub.ma/6989-large_default/machine-a-laver-8kg-inox-samsung-ww80t3040bs.jpg,https://electroclub.ma/6986-large_default/machine-a-laver-8kg-inox-samsung-ww80t3040bs.jpg",Not found,,Marque,Samsung,Reference fournisseur,WW11B1744DGBMF,Garantie,1 An,Hauteur (cm),85,Largeur (cm),60,Profondeur (cm),60,Finition,Inox,Classe énergétique,A+++,Consomation energetique,116 KWH|AN,Capacité,11KG,Depart differe,Oui,Fin differe,Non,Connectivite,Oui,Fonction vapeur,Non,Poids (KG),73,Vitesse d&#039;Essorage,1400 tr|min,Affichage du Cycle,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,F2V5PYP2T,LAVE LINGE LG MOTION DIRECT DRIVE 8KG F2V5PYP2T,1,0,visible,,5499,,"https://electroclub.ma/7063-large_default/machine-a-laver-105kg-1400tr-inox-lg.jpg,https://electroclub.ma/7053-large_default/machine-a-laver-105kg-1400tr-inox-lg.jpg,https://electroclub.ma/7059-large_default/machine-a-laver-105kg-1400tr-inox-lg.jpg,https://electroclub.ma/7061-large_default/machine-a-laver-105kg-1400tr-inox-lg.jpg,https://electroclub.ma/7062-large_default/machine-a-laver-105kg-1400tr-inox-lg.jpg",Machine ALAVER,,Marque,LG,Reference fournisseur,F2V5PYP2T,Garantie,1 An,Finition,Inox,Classe énergétique,A+++,Capacité,8 Kg,Connectivite,Smart ThinQ,Poids (KG),70,Hauteur,85 cm,Largeur,60 cm,Profondeur,55 cm,Affichage du Temps Restant,OUI,Vitesse d&#039;Essorage,1200 tr|min,Affichage du Cycle,OUI,Cycle de lavage,Anti-Allergie|TurboWash 39 min|Coton|Conton+|Mix 40°C|Synthétiques|Couette|Textile Sport|Ultra Silence|Rapide 14 min|Laine|Délicat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,CS1292DRRE,LAVE LINGE CANDY 9KG CS1292DRRE,1,0,visible,,3199,,https://electroclub.ma/7114-large_default/machine-a-laver-10kg-1200tr-silver-candy.jpg,Machine ALAVER,,Marque,Candy,Reference fournisseur,CS1292DRRE,Garantie,2 Ans,Finition,Silver,Classe énergétique,A+++,Capacité,9 Kg,Nombre de programmes,16,Connectivite,Oui,Technologie,Smart Touch,Poids (KG),67,Hauteur,85 cm,Largeur,60 cm,Profondeur,52 cm,Vitesse d&#039;Essorage,1200 tr|min,Type de Lave-Linge,Hublot (Front),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,CSS28TWMFG,LAVE LINGE CANDY MIX POWER 8KG  CSS28TWMFG,1,0,visible,,3399,,https://electroclub.ma/7127-large_default/candy-mal-cso1483twcge-80.jpg,Machine ALAVER,,Marque,Candy,Reference fournisseur,CSS28TWMFG,Garantie,2 Ans,Marque,Candy,Finition,Silver,Classe énergétique,A,Capacité,8 Kg,Vitesse d essorage,1200,Fonction vapeur,Oui,Poids (KG),63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,CS1082DGG/1-15,LAVE LINGE CANDY 8KG CS1082DGG/1-15,1,0,visible,,2799,,"https://electroclub.ma/14104-large_default/machine-a-laver-10kg-1400tr-blanc-candy.jpg,https://electroclub.ma/14105-large_default/machine-a-laver-10kg-1400tr-blanc-candy.jpg,https://electroclub.ma/14106-large_default/machine-a-laver-10kg-1400tr-blanc-candy.jpg,https://electroclub.ma/14107-large_default/machine-a-laver-10kg-1400tr-blanc-candy.jpg",Lavage,,Marque,Candy,Reference fournisseur,CS1082DGG|1-15,Garantie,2 Ans,Finition,Silver,Capacité,8 Kg,Nombre de programmes,16,Technologie,Smart Touch,Poids (KG),60,Hauteur,85 cm,Largeur,60 cm,Profondeur,53 cm,Vitesse d&#039;Essorage,1000 tr|min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,WDU8H500FF,LAVANTE SÉCHANTE  BOSCH 10/6KG  WDU8H500FF,1,0,visible,,9499,,"https://electroclub.ma/9808-large_default/machine-a-laver-10kg-1400tr-inox-bosch.jpg,https://electroclub.ma/9809-large_default/machine-a-laver-10kg-1400tr-inox-bosch.jpg,https://electroclub.ma/9811-large_default/machine-a-laver-10kg-1400tr-inox-bosch.jpg,https://electroclub.ma/9807-large_default/machine-a-laver-10kg-1400tr-inox-bosch.jpg,https://electroclub.ma/9812-large_default/machine-a-laver-10kg-1400tr-inox-bosch.jpg",Machine ALAVER,,Marque,Bosch,Reference fournisseur,WDU8H500FF,Garantie,2 Ans,Classe énergétique,A,Niveau sonore,46,Capacité,10|6 KG,Nombre de programmes,15,Demi charge,Oui,Technologie,EcoSilence Drive|Vario perfect|ActiveWater,Poids (KG),80,Hauteur,84.5 cm,Largeur,59.7 cm,Profondeur,62 cm,Affichage du Temps Restant,OUI,Vitesse d&#039;Essorage,1400 tr|min,Affichage du Cycle,OUI,Type de Lave-Linge,Hublot (Front),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,CSS210TWMFG/1,LAVE LINGE CANDY 10KG  CSS210TWMFG/1,1,0,visible,,3899,,https://electroclub.ma/9818-large_default/candy-mal-cso1483twcge-80.jpg,Machine ALAVER,,Marque,Candy,Reference fournisseur,CSS210TWMFG|1,Garantie,2 Ans,Marque,Candy,Hauteur (cm),85,Largeur (cm),59.8,Profondeur (cm),56|8,Finition,Silver,Classe énergétique,A+++,Niveau sonore,51,Capacité,10 Kg,Nombre de programmes,16,Connectivite,Oui,Vitesse d essorage,1200,Fonction vapeur,Oui,Affichage de temps restant,Oui,Affichage de cycle,Oui,Poids (KG),67,Sécurité enfant,OUI,Fonction anti-plis,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,CSWS3107TWMFG,LAVANTE SÉCHANTE CANDY 10/7KG CSWS3107TWMFG,1,0,visible,,5499,,https://electroclub.ma/9819-large_default/candy-mal-cso1483twcge-80.jpg,Machine ALAVER,,Marque,Candy,Reference fournisseur,CSWS3107TWMFG-15,Garantie,2 Ans,Marque,Candy,Hauteur (cm),85,Largeur (cm),59.8,Profondeur (cm),56|8,Finition,Silver,Classe énergétique,B,Niveau sonore,51,Capacité,10|7 KG,Nombre de programmes,16,Connectivite,Oui,Fonction vapeur,Oui,Affichage de temps restant,Oui,Affichage de cycle,Oui,Poids (KG),64,Vitesse d&#039;Essorage,1300,Sécurité enfant,OUI,Fonction anti-plis,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,F4V5RGP2T,"LAVE LINGE LG MOTION DIRECT DRIVE 10,5/7 KG  F4V5RGP2T",1,0,visible,,8499,,"https://electroclub.ma/9891-large_default/lg-f4v7vwp2t.jpg,https://electroclub.ma/9894-large_default/lg-f4v7vwp2t.jpg,https://electroclub.ma/9899-large_default/lg-f4v7vwp2t.jpg,https://electroclub.ma/9892-large_default/lg-f4v7vwp2t.jpg,https://electroclub.ma/9893-large_default/lg-f4v7vwp2t.jpg",Machine ALAVER,,Marque,LG,Reference fournisseur,F4V5RGP2T,Garantie,1 An,Marque,LG,Code,2496440,Hauteur (cm),85,Largeur (cm),60,Profondeur (cm),56,Finition,Silver,Classe énergétique,A+++,Consomation energetique,128 kwh|an,Poids en kg,74,Capacité,10|5|7 KG,Nombre de programmes,14,Depart differe,Non,Fin differe,Oui,Connectivite,Oui,Vitesse d essorage,1400,Technologie,Direct drive,Volume de tambour,68,Fonction vapeur,Oui,Affichage de temps restant,Oui,Affichage de cycle,Oui,Niveau sonore en lavage,54,Niveau sonore en essorage,71,,,,,,,,,,,,,,,,,,,,,,
simple,F4V5VGP2T,LAVANTE SÉCHANTE LG MOTION DIRECT DRIVE  9/6KG F4V5VGP2T,1,0,visible,,6799,,"https://electroclub.ma/9927-large_default/lg-f4v7vwp2t.jpg,https://electroclub.ma/9930-large_default/lg-f4v7vwp2t.jpg,https://electroclub.ma/9932-large_default/lg-f4v7vwp2t.jpg,https://electroclub.ma/9929-large_default/lg-f4v7vwp2t.jpg,https://electroclub.ma/9928-large_default/lg-f4v7vwp2t.jpg",Machine ALAVER,,Marque,LG,Reference fournisseur,F4V5VGP2T,Garantie,1 An,Marque,LG,Code,2496440,Hauteur (cm),85,Largeur (cm),60,Profondeur (cm),60,Finition,Silver,Classe énergétique,A+++,Consomation energetique,128 kwh|an,Poids en kg,74,Capacité,9Kg|6Kg,Nombre de programmes,14,Depart differe,Non,Fin differe,Oui,Connectivite,Oui,Vitesse d essorage,1400,Technologie,Direct drive,Volume de tambour,68,Fonction vapeur,Oui,Affichage de temps restant,Oui,Affichage de cycle,Oui,Niveau sonore en lavage,54,Niveau sonore en essorage,71,,,,,,,,,,,,,,,,,,,,,,
simple,F4V5RYP2T,"LAVE LINGE LG MOTION DIRECT DRIVE 10,5 KG F4V5RYP2T",1,0,visible,,6999,,"https://electroclub.ma/9945-large_default/lg-f4v7vwp2t.jpg,https://electroclub.ma/9939-large_default/lg-f4v7vwp2t.jpg,https://electroclub.ma/9941-large_default/lg-f4v7vwp2t.jpg,https://electroclub.ma/9938-large_default/lg-f4v7vwp2t.jpg,https://electroclub.ma/9937-large_default/lg-f4v7vwp2t.jpg",Machine ALAVER,,Marque,LG,Reference fournisseur,F4V5VGP2T,Garantie,1 An,Marque,LG,Code,2496440,Hauteur (cm),85,Largeur (cm),60,Profondeur (cm),60,Finition,Silver,Classe énergétique,A+++,Consomation energetique,128 kwh|an,Poids en kg,74,Capacité,10|5 KG,Nombre de programmes,14,Depart differe,Non,Fin differe,Oui,Connectivite,Oui,Vitesse d essorage,1400,Technologie,Direct drive,Volume de tambour,68,Fonction vapeur,Oui,Affichage de temps restant,Oui,Affichage de cycle,Oui,Niveau sonore en lavage,54,Niveau sonore en essorage,71,,,,,,,,,,,,,,,,,,,,,,
simple,WW9STA046AX1MF,LAVE LINGE SAMSUNG  ECOBUBBLE 9KG WW9STA046AX,1,0,visible,,4999,,"https://electroclub.ma/9954-large_default/machine-a-laver-7kg-1400tr-ecobubble-inox-samsung.jpg,https://electroclub.ma/9956-large_default/machine-a-laver-7kg-1400tr-ecobubble-inox-samsung.jpg,https://electroclub.ma/9958-large_default/machine-a-laver-7kg-1400tr-ecobubble-inox-samsung.jpg,https://electroclub.ma/9957-large_default/machine-a-laver-7kg-1400tr-ecobubble-inox-samsung.jpg,https://electroclub.ma/9955-large_default/machine-a-laver-7kg-1400tr-ecobubble-inox-samsung.jpg",Machine ALAVER,,Marque,Samsung,Reference fournisseur,WW9STA046AX1MF,Garantie,1 An,Classe énergétique,A+++,Niveau sonore,62,Capacité,9 Kg,Nombre de programmes,14,Connectivite,Oui,Technologie,EcoBubble,Niveau sonore en essorage,71,Poids (KG),65,Hauteur,85 cm,Largeur,60 cm,Profondeur,55 cm,Fin Différée,OUI,Affichage du Temps Restant,OUI,Vitesse d&#039;Essorage,1400 tr|min,Affichage du Cycle,OUI,Type de Lave-Linge,Hublot (Front),Cycle de lavage,Lavage rapide 15 min|Vêtements bébé|Literie|Coton|Lavage quotidien|Vêtements noirs|Linge délicat|Lavage tambour éco|Prélavage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,HW150-BP14986E,MACHINE À LAVER 15KG HW150-BP14986E,1,0,visible,,8499,,"https://electroclub.ma/9989-large_default/lavante-sechante-105kg-7kg-1400t-addwash-inox-samsung.jpg,https://electroclub.ma/9987-large_default/lavante-sechante-105kg-7kg-1400t-addwash-inox-samsung.jpg,https://electroclub.ma/9988-large_default/lavante-sechante-105kg-7kg-1400t-addwash-inox-samsung.jpg,https://electroclub.ma/9990-large_default/lavante-sechante-105kg-7kg-1400t-addwash-inox-samsung.jpg,https://electroclub.ma/9991-large_default/lavante-sechante-105kg-7kg-1400t-addwash-inox-samsung.jpg",Lavage,,Marque,Haier,Reference fournisseur,HW150-BP14986E,Garantie,3 Ans,Marque,Haier,Finition,Blanc,Classe énergétique,A,Niveau sonore,75 dB,Capacité,15 KG,Fonctions,AddWash|Bubble Soak|Technologie à bulles|Fonction Smart Check|Sécurité enfant|SpeedSpray™|Super rapide|Niveau de séchage,Nombre de programmes,14,Connectivite,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,HW90-B14939S8,MACHINE À LAVER 9KG HW90-B14939S8,1,0,visible,,4699,,"https://electroclub.ma/13846-large_default/lavante-sechante-105kg-7kg-1400t-addwash-inox-samsung.jpg,https://electroclub.ma/13848-large_default/lavante-sechante-105kg-7kg-1400t-addwash-inox-samsung.jpg,https://electroclub.ma/9836-large_default/lavante-sechante-105kg-7kg-1400t-addwash-inox-samsung.jpg,https://electroclub.ma/9838-large_default/lavante-sechante-105kg-7kg-1400t-addwash-inox-samsung.jpg,https://electroclub.ma/13847-large_default/lavante-sechante-105kg-7kg-1400t-addwash-inox-samsung.jpg",Lavage,,Marque,Haier,Reference fournisseur,HW90-B14939S8,Nb de programmes,Multiples options de lavage pour une variété de tissus.,Garantie,3 Ans,Marque,Haier,Finition,Noir,Classe énergétique,A,Niveau sonore,67 dB,Capacité,9 Kg,Fonctions,AddWash|Bubble Soak|Technologie à bulles|Fonction Smart Check|Sécurité enfant|SpeedSpray™|Super rapide|Niveau de séchage,Connectivite,Oui,Poids (KG),74,Hauteur,85 cm,Largeur,60 cm,Profondeur,60 cm,Fin Différée,OUI,Affichage du Temps Restant,OUI,Vitesse d&#039;Essorage,1400 tr|min,Affichage du Cycle,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
simple,HW90-B14959S8U1,MACHINE À LAVER 9KG HW90-B14959S8U1,1,0,visible,,4799,,"https://electroclub.ma/9829-large_default/lavante-sechante-105kg-7kg-1400t-addwash-inox-samsung.jpg,https://electroclub.ma/9833-large_default/lavante-sechante-105kg-7kg-1400t-addwash-inox-samsung.jpg,https://electroclub.ma/9834-large_default/lavante-sechante-105kg-7kg-1400t-addwash-inox-samsung.jpg,https://electroclub.ma/9830-large_default/lavante-sechante-105kg-7kg-1400t-addwash-inox-samsung.jpg,https://electroclub.ma/9831-large_default/lavante-sechante-105kg-7kg-1400t-addwash-inox-samsung.jpg",Lavage,,Marque,Haier,Reference fournisseur,HW90-B14959S8U1,Nb de programmes,Multiples options de lavage pour une variété de tissus.,Garantie,3 Ans,Marque,Haier,Finition,Noir,Classe énergétique,A,Niveau sonore,70 Db,Capacité,9 Kg,Fonctions,AddWash|Bubble Soak|Technologie à bulles|Fonction Smart Check|Sécurité enfant|SpeedSpray™|Super rapide|Niveau de séchage,Connectivite,Oui,Poids (KG),65,Hauteur,85 cm,Largeur,60 cm,Profondeur,50 cm,Fin Différée,OUI,Affichage du Temps Restant,OUI,Vitesse d&#039;Essorage,1400 tr|min,Affichage du Cycle,OUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
